MAJOR;MINOR;Name;PROXIMITYUUID;MAC;geopos;register_source;UID;Standort;Geoposition;floor
38179;62660;Kontakt-SBB 38179.62660;;;(47.3786504878049|8.54084056097561|-1);CALIBMAP[IOS];38179.6266;ZH;47.3786504878,8.54084056098;-1
38177;62658;Kontakt-SBB 38177.62658;;;(47.3781964736842|8.54132378947368|-1);CALIBMAP[IOS];38177.62658;ZH;47.3781964737,8.54132378947;-1
38176;62657;Kontakt-SBB 38176.62657;;;(47.3786584146342|8.54091792682927|-1);CALIBMAP[IOS];38176.62657;ZH;47.3786584146,8.54091792683;-1
38175;62656;Kontakt-SBB 38175.62656;;;(47.3786553658537|8.54088817073171|-1);CALIBMAP[IOS];38175.62656;ZH;47.3786553659,8.54088817073;-1
38173;62654;Kontakt-SBB 38173.62654;;;(47.3782753636364|8.54104718181818|-2);CALIBMAP[IOS];38173.62654;ZH;47.3782753636,8.54104718182;-2
38171;62652;Kontakt-SBB 38171.62652;;;(47.3784382954545|8.54069458333333|-2);CALIBMAP[IOS];38171.62652;ZH;47.3784382955,8.54069458333;-2
38170;62651;Kontakt-SBB 38170.62651;;;(47.3779425961539|8.53818884615385|-2);CALIBMAP[IOS];38170.62651;ZH;47.3779425962,8.53818884615;-2
38168;62649;Kontakt-SBB 38168.62649;;;(47.3786140891089|8.53835441584159|-2);CALIBMAP[IOS];38168.62649;ZH;47.3786140891,8.53835441584;-2
38167;62648;Kontakt-SBB 38167.62648;;;(47.378911|8.539122|-2);CALIBMAP[IOS];38167.62648;ZH;47.378911,8.539122;-2
38164;62645;Kontakt-SBB 38164.62645;;;(47.3783753564356|8.53821566336634|-2);CALIBMAP[IOS];38164.62645;ZH;47.3783753564,8.53821566337;-2
38162;62643;Kontakt-SBB 38162.62643;;;(47.3788202673267|8.53847424752475|-2);CALIBMAP[IOS];38162.62643;ZH;47.3788202673,8.53847424752;-2
38161;62642;Kontakt-SBB 38161.62642;;;(47.3784701485149|8.53837027722772|-2);CALIBMAP[IOS];38161.62642;ZH;47.3784701485,8.53837027723;-2
38160;62641;Kontakt-SBB 38160.62641;;;(47.3789497920792|8.53864081188119|-2);CALIBMAP[IOS];38160.62641;ZH;47.3789497921,8.53864081188;-2
38159;62640;Kontakt-SBB 38159.62640;;;(47.3789709318182|8.53865891666667|-2);CALIBMAP[IOS];38159.6264;ZH;47.3789709318,8.53865891667;-2
38158;62639;Kontakt-SBB 38158.62639;;;(47.3790144736842|8.538763|-2);CALIBMAP[IOS];38158.62639;ZH;47.3790144737,8.538763;-2
38157;62638;Kontakt-SBB 38157.62638;;;(47.3788298811881|8.53857317821782|-2);CALIBMAP[IOS];38157.62638;ZH;47.3788298812,8.53857317822;-2
38154;62635;Kontakt-SBB 38154.62635;;;(47.3790264455445|8.53859407920792|-2);CALIBMAP[IOS];38154.62635;ZH;47.3790264455,8.53859407921;-2
38152;62633;Kontakt-SBB 38152.62633;;;(47.3788888421053|8.538697|-2);CALIBMAP[IOS];38152.62633;ZH;47.3788888421,8.538697;-2
38150;62631;Kontakt-SBB 38150.62631;;;(47.3790372970297|8.53860038613862|-2);CALIBMAP[IOS];38150.62631;ZH;47.379037297,8.53860038614;-2
38148;62629;Kontakt-SBB 38148.62629;;;(47.3785815346535|8.53833549504951|-2);CALIBMAP[IOS];38148.62629;ZH;47.3785815347,8.53833549505;-2
38144;62625;Kontakt-SBB 38144.62625;;;(47.3790042970297|8.53867155445545|-2);CALIBMAP[IOS];38144.62625;ZH;47.379004297,8.53867155446;-2
38143;62624;Kontakt-SBB 38143.62624;;;(47.3784838712871|8.53827873267327|-2);CALIBMAP[IOS];38143.62624;ZH;47.3784838713,8.53827873267;-2
38142;62623;Kontakt-SBB 38142.62623;;;(47.3781867227723|8.53821041584158|-2);CALIBMAP[IOS];38142.62623;ZH;47.3781867228,8.53821041584;-2
38140;62621;Kontakt-SBB 38140.62621;;;(47.3784838712871|8.53827873267327|-2);CALIBMAP[IOS];38140.62621;ZH;47.3784838713,8.53827873267;-2
38137;62618;Kontakt-SBB 38137.62618;;;(47.3779880196078|8.53891850980392|-2);CALIBMAP[IOS];38137.62618;ZH;47.3779880196,8.5389185098;-2
38135;62616;Kontakt-SBB 38135.62616;;;(47.3781209607843|8.53847498039216|-2);CALIBMAP[IOS];38135.62616;ZH;47.3781209608,8.53847498039;-2
38133;62614;Kontakt-SBB 38133.62614;;;(47.3789240882353|8.53869978676471|-2);CALIBMAP[IOS];38133.62614;ZH;47.3789240882,8.53869978676;-2
38131;62612;Kontakt-SBB 38131.62612;;;(47.377855|8.53896|-2);CALIBMAP[IOS];38131.62612;ZH;47.377855,8.53896;-2
38128;62609;Kontakt-SBB 38128.62609;;;(47.377846|8.537968|-1);CALIBMAP[IOS];38128.62609;ZH;47.377846,8.537968;-1
38127;62608;Kontakt-SBB 38127.62608;;;(47.3777499333333|8.53793206666667|-1);CALIBMAP[IOS];38127.62608;ZH;47.3777499333,8.53793206667;-1
38125;62606;Kontakt-SBB 38125.62606;;;(47.3787321764706|8.53941482352941|-2);CALIBMAP[IOS];38125.62606;ZH;47.3787321765,8.53941482353;-2
38124;62605;Kontakt-SBB 38124.62605;;;(47.3788962277228|8.5385183960396|-2);CALIBMAP[IOS];38124.62605;ZH;47.3788962277,8.53851839604;-2
38123;62604;Kontakt-SBB 38123.62604;;;(47.3779738514852|8.53798230693069|-2);CALIBMAP[IOS];38123.62604;ZH;47.3779738515,8.53798230693;-2
38122;62603;Kontakt-SBB 38122.62603;;;(47.3784592475248|8.53836412871287|-2);CALIBMAP[IOS];38122.62603;ZH;47.3784592475,8.53836412871;-2
38121;62602;Kontakt-SBB 38121.62602;;;(47.378681|8.5396055|-2);CALIBMAP[IOS];38121.62602;ZH;47.378681,8.5396055;-2
38120;62601;Kontakt-SBB 38120.62601;;;(47.3786144090909|8.5400215|-2);CALIBMAP[IOS];38120.62601;ZH;47.3786144091,8.5400215;-2
38119;62600;Kontakt-SBB 38119.62600;;;(47.3782739306931|8.53825960396039|-2);CALIBMAP[IOS];38119.626;ZH;47.3782739307,8.53825960396;-2
38117;62598;Kontakt-SBB 38117.62598;;;(47.3776777647059|8.53810896256685|-1);CALIBMAP[IOS];38117.62598;ZH;47.3776777647,8.53810896257;-1
38114;62595;Kontakt-SBB 38114.62595;;;(47.378263029703|8.53825345544554|-2);CALIBMAP[IOS];38114.62595;ZH;47.3782630297,8.53825345545;-2
38113;62594;Kontakt-SBB 38113.62594;;;(47.3781076938775|8.53824342857143|-2);CALIBMAP[IOS];38113.62594;ZH;47.3781076939,8.53824342857;-2
38112;62593;Kontakt-SBB 38112.62593;;;(47.3787518636364|8.53949616666667|-2);CALIBMAP[IOS];38112.62593;ZH;47.3787518636,8.53949616667;-2
38109;62590;Kontakt-SBB 38109.62590;;;(47.3789613366337|8.53855623762376|-2);CALIBMAP[IOS];38109.6259;ZH;47.3789613366,8.53855623762;-2
38106;62587;Kontakt-SBB 38106.62587;;;(47.3778023333333|8.53795166666667|-1);CALIBMAP[IOS];38106.62587;ZH;47.3778023333,8.53795166667;-1
38105;62586;Kontakt-SBB 38105.62586;;;(47.3789283529412|8.53868389705882|-2);CALIBMAP[IOS];38105.62586;ZH;47.3789283529,8.53868389706;-2
38102;62583;Kontakt-SBB 38102.62583;;;(47.3782668415842|8.53815259405941|-2);CALIBMAP[IOS];38102.62583;ZH;47.3782668416,8.53815259406;-2
38101;62582;Kontakt-SBB 38101.62582;;;(47.3782894090909|8.54100170454546|-2);CALIBMAP[IOS];38101.62582;ZH;47.3782894091,8.54100170455;-2
38099;62580;Kontakt-SBB 38099.62580;;;(47.3782521287129|8.53824730693069|-2);CALIBMAP[IOS];38099.6258;ZH;47.3782521287,8.53824730693;-2
38098;62579;Kontakt-SBB 38098.62579;;;(47.3778285333333|8.53796146666667|-1);CALIBMAP[IOS];38098.62579;ZH;47.3778285333,8.53796146667;-1
38097;62578;Kontakt-SBB 38097.62578;;;(47.3779365714286|8.53907769387755|-2);CALIBMAP[IOS];38097.62578;ZH;47.3779365714,8.53907769388;-2
38092;62573;Kontakt-SBB 38092.62573;;;(47.3780560204082|8.53842857142857|-2);CALIBMAP[IOS];38092.62573;ZH;47.3780560204,8.53842857143;-2
38091;62572;Kontakt-SBB 38091.62572;;;(47.3789396336634|8.53854362376238|-2);CALIBMAP[IOS];38091.62572;ZH;47.3789396337,8.53854362376;-2
38087;62568;Kontakt-SBB 38087.62568;;;(47.3784374455445|8.53835183168317|-2);CALIBMAP[IOS];38087.62568;ZH;47.3784374455,8.53835183168;-2
38084;62565;Kontakt-SBB 38084.62565;;;(47.3778285333333|8.53796146666667|-1);CALIBMAP[IOS];38084.62565;ZH;47.3778285333,8.53796146667;-1
38083;62564;Kontakt-SBB 38083.62564;;;(47.3778372666667|8.53796473333333|-1);CALIBMAP[IOS];38083.62564;ZH;47.3778372667,8.53796473333;-1
38082;62563;Kontakt-SBB 38082.62563;;;(47.3787644752475|8.53853628712871|-2);CALIBMAP[IOS];38082.62563;ZH;47.3787644752,8.53853628713;-2
38079;62560;Kontakt-SBB 38079.62560;;;(47.3775691764706|8.53852482352941|-1);CALIBMAP[IOS];38079.6256;ZH;47.3775691765,8.53852482353;-1
38071;62552;Kontakt-SBB 38071.62552;;;(47.3776318235294|8.53828490374332|-1);CALIBMAP[IOS];38071.62552;ZH;47.3776318235,8.53828490374;-1
38063;62544;Kontakt-SBB 38063.62544;;;(47.37776135|8.5391178|-2);CALIBMAP[IOS];38063.62544;ZH;47.37776135,8.5391178;-2
38061;62542;Kontakt-SBB 38061.62542;;;(47.3773687058824|8.53929256684492|-1);CALIBMAP[IOS];38061.62542;ZH;47.3773687059,8.53929256684;-1
38060;62541;Kontakt-SBB 38060.62541;;;(47.377502|8.53886586666667|-1);CALIBMAP[IOS];38060.62541;ZH;47.377502,8.53886586667;-1
38059;62540;Kontakt-SBB 38059.62540;;;(47.3771709047619|8.539378|-1);CALIBMAP[IOS];38059.6254;ZH;47.3771709048,8.539378;-1
38057;62538;Kontakt-SBB 38057.62538;;;(47.3772960697674|8.53906346511628|-1);CALIBMAP[IOS];38057.62538;ZH;47.3772960698,8.53906346512;-1
38056;62537;Kontakt-SBB 38056.62537;;;(47.3777788571429|8.53897818367347|-2);CALIBMAP[IOS];38056.62537;ZH;47.3777788571,8.53897818367;-2
38055;62536;Kontakt-SBB 38055.62536;;;(47.3775135|8.5384957|-1);CALIBMAP[IOS];38055.62536;ZH;47.3775135,8.5384957;-1
38054;62535;Kontakt-SBB 38054.62535;;;(47.3772361627907|8.53928541860465|-1);CALIBMAP[IOS];38054.62535;ZH;47.3772361628,8.5392854186;-1
38052;62533;Kontakt-SBB 38052.62533;;;(47.377352|8.53935654545455|-1);CALIBMAP[IOS];38052.62533;ZH;47.377352,8.53935654545;-1
38050;62531;Kontakt-SBB 38050.62531;;;(47.377424|8.539126|-1);CALIBMAP[IOS];38050.62531;ZH;47.377424,8.539126;-1
38044;62525;Kontakt-SBB 38044.62525;;;(47.3772728125|8.53940496875|-1);CALIBMAP[IOS];38044.62525;ZH;47.3772728125,8.53940496875;-1
38043;62524;Kontakt-SBB 38043.62524;;;(47.3774295|8.5391295|-1);CALIBMAP[IOS];38043.62524;ZH;47.3774295,8.5391295;-1
38042;62523;Kontakt-SBB 38042.62523;;;(47.3775065294118|8.53876474331551|-1);CALIBMAP[IOS];38042.62523;ZH;47.3775065294,8.53876474332;-1
38041;62522;Kontakt-SBB 38041.62522;;;(47.3775775294118|8.5384928342246|-1);CALIBMAP[IOS];38041.62522;ZH;47.3775775294,8.53849283422;-1
38040;62521;Kontakt-SBB 38040.62521;;;(47.3773311176471|8.53943651871658|-1);CALIBMAP[IOS];38040.62521;ZH;47.3773311176,8.53943651872;-1
38038;62519;Kontakt-SBB 38038.62519;;;(47.377512|8.539182|-1);CALIBMAP[IOS];38038.62519;ZH;47.377512,8.539182;-1
38036;62517;Kontakt-SBB 38036.62517;;;(47.3771275813953|8.53968770930233|-1);CALIBMAP[IOS];38036.62517;ZH;47.3771275814,8.5396877093;-1
38032;62513;Kontakt-SBB 38032.62513;;;(47.3773185882353|8.5394845026738|-1);CALIBMAP[IOS];38032.62513;ZH;47.3773185882,8.53948450267;-1
38031;62512;Kontakt-SBB 38031.62512;;;(47.377496|8.538862|-1);CALIBMAP[IOS];38031.62512;ZH;47.377496,8.538862;-1
38028;62509;Kontakt-SBB 38028.62509;;;(47.3769550869565|8.53989273913044|-1);CALIBMAP[IOS];38028.62509;ZH;47.376955087,8.53989273913;-1
38027;62508;Kontakt-SBB 38027.62508;;;(47.377479|8.539161|-1);CALIBMAP[IOS];38027.62508;ZH;47.377479,8.539161;-1
38023;62504;Kontakt-SBB 38023.62504;;;(47.3773979411765|8.53918060427808|-1);CALIBMAP[IOS];38023.62504;ZH;47.3773979412,8.53918060428;-1
38022;62503;Kontakt-SBB 38022.62503;;;(47.3773394705882|8.53940452941177|-1);CALIBMAP[IOS];38022.62503;ZH;47.3773394706,8.53940452941;-1
38021;62502;Kontakt-SBB 38021.62502;;;(47.3774104705882|8.53913262032086|-1);CALIBMAP[IOS];38021.62502;ZH;47.3774104706,8.53913262032;-1
38020;62501;Kontakt-SBB 38020.62501;;;(47.3772728125|8.53940496875|-1);CALIBMAP[IOS];38020.62501;ZH;47.3772728125,8.53940496875;-1
38015;62496;Kontakt-SBB 38015.62496;;;(47.377479|8.539161|-1);CALIBMAP[IOS];38015.62496;ZH;47.377479,8.539161;-1
38014;62495;Kontakt-SBB 38014.62495;;;(47.3769919411765|8.53994382352941|-1);CALIBMAP[IOS];38014.62495;ZH;47.3769919412,8.53994382353;-1
38013;62494;Kontakt-SBB 38013.62494;;;(47.377212|8.53911|-1);CALIBMAP[IOS];38013.62494;ZH;47.377212,8.53911;-1
38012;62493;Kontakt-SBB 38012.62493;;;(47.377532|8.5388852|-1);CALIBMAP[IOS];38012.62493;ZH;47.377532,8.5388852;-1
38011;62492;Kontakt-SBB 38011.62492;;;(47.3772851764706|8.53961245989305|-1);CALIBMAP[IOS];38011.62492;ZH;47.3772851765,8.53961245989;-1
38009;62490;Kontakt-SBB 38009.62490;;;(47.3772977058823|8.53956447593583|-1);CALIBMAP[IOS];38009.6249;ZH;47.3772977059,8.53956447594;-1
38008;62489;Kontakt-SBB 38008.62489;;;(47.3772183529412|8.53986837433155|-1);CALIBMAP[IOS];38008.62489;ZH;47.3772183529,8.53986837433;-1
38006;62487;Kontakt-SBB 38006.62487;;;(47.3773436470588|8.53938853475936|-1);CALIBMAP[IOS];38006.62487;ZH;47.3773436471,8.53938853476;-1
38005;62486;Kontakt-SBB 38005.62486;;;(47.377457|8.539147|-1);CALIBMAP[IOS];38005.62486;ZH;47.377457,8.539147;-1
38003;62484;Kontakt-SBB 38003.62484;;;(47.3773895882353|8.53921259358289|-1);CALIBMAP[IOS];38003.62484;ZH;47.3773895882,8.53921259358;-1
38002;62483;Kontakt-SBB 38002.62483;;;(47.37699176|8.54101344|-1);CALIBMAP[IOS];38002.62483;ZH;47.37699176,8.54101344;-1
38000;62481;Kontakt-SBB 38000.62481;;;(47.3769761176471|8.54079606417112|-1);CALIBMAP[IOS];38000.62481;ZH;47.3769761176,8.54079606417;-1
37997;62478;Kontakt-SBB 37997.62478;;;(47.3770345882353|8.54057213903744|-1);CALIBMAP[IOS];37997.62478;ZH;47.3770345882,8.54057213904;-1
37995;62476;Kontakt-SBB 37995.62476;;;(47.3773060588235|8.53953248663102|-1);CALIBMAP[IOS];37995.62476;ZH;47.3773060588,8.53953248663;-1
37992;62473;Kontakt-SBB 37992.62473;;;(47.3769816956522|8.53979491304348|-1);CALIBMAP[IOS];37992.62473;ZH;47.3769816957,8.53979491304;-1
37991;62472;Kontakt-SBB 37991.62472;;;(47.3772308823529|8.53982039037433|-1);CALIBMAP[IOS];37991.62472;ZH;47.3772308824,8.53982039037;-1
37988;62469;Kontakt-SBB 37988.62469;;;(47.3772475882353|8.53975641176471|-1);CALIBMAP[IOS];37988.62469;ZH;47.3772475882,8.53975641176;-1
37987;56619;Kontakt-SBB 37987.56619;;;(47.3769861304348|8.53977860869566|-1);CALIBMAP[IOS];37987.56619;ZH;47.3769861304,8.5397786087;-1
37986;62467;Kontakt-SBB 37986.62467;;;(47.3768618888889|8.54010766666667|-1);CALIBMAP[IOS];37986.62467;ZH;47.3768618889,8.54010766667;-1
37985;62466;Kontakt-SBB 37985.62466;;;(47.3769878235294|8.53995947058824|-1);CALIBMAP[IOS];37985.62466;ZH;47.3769878235,8.53995947059;-1
37984;62465;Kontakt-SBB 37984.62465;;;(47.3771473529412|8.54014028342246|-1);CALIBMAP[IOS];37984.62465;ZH;47.3771473529,8.54014028342;-1
37981;62462;Kontakt-SBB 37981.62462;;;(47.377154047619|8.539438|-1);CALIBMAP[IOS];37981.62462;ZH;47.3771540476,8.539438;-1
37976;62457;Kontakt-SBB 37976.62457;;;(47.3769427058824|8.54092402139038|-1);CALIBMAP[IOS];37976.62457;ZH;47.3769427059,8.54092402139;-1
37975;62456;Kontakt-SBB 37975.62456;;;(47.3772684705882|8.53967643850267|-1);CALIBMAP[IOS];37975.62456;ZH;47.3772684706,8.5396764385;-1
37973;62454;Kontakt-SBB 37973.62454;;;(47.377139|8.54017227272727|-1);CALIBMAP[IOS];37973.62454;ZH;47.377139,8.54017227273;-1
37972;62453;Kontakt-SBB 37972.62453;;;(47.37693696|8.54099224|-1);CALIBMAP[IOS];37972.62453;ZH;47.37693696,8.54099224;-1
37970;62451;Kontakt-SBB 37970.62451;;;(47.37721|8.53990036363636|-1);CALIBMAP[IOS];37970.62451;ZH;47.37721,8.53990036364;-1
37969;62450;Kontakt-SBB 37969.62450;;;(47.3771473529412|8.54014028342246|-1);CALIBMAP[IOS];37969.6245;ZH;47.3771473529,8.54014028342;-1
37968;62449;Kontakt-SBB 37968.62449;;;(47.3771893333333|8.541194|-1);CALIBMAP[IOS];37968.62449;ZH;47.3771893333,8.541194;-1
37966;62447;Kontakt-SBB 37966.62447;;;(47.37707944|8.54104736|-1);CALIBMAP[IOS];37966.62447;ZH;47.37707944,8.54104736;-1
37964;62445;Kontakt-SBB 37964.62445;;;(47.3773102352941|8.53951649197861|-1);CALIBMAP[IOS];37964.62445;ZH;47.3773102353,8.53951649198;-1
37963;62444;Kontakt-SBB 37963.62444;;;(47.3770178823529|8.54063611764706|-1);CALIBMAP[IOS];37963.62444;ZH;47.3770178824,8.54063611765;-1
37962;62443;Kontakt-SBB 37962.62443;;;(47.3771014117647|8.54031622459893|-1);CALIBMAP[IOS];37962.62443;ZH;47.3771014118,8.5403162246;-1
37960;62441;Kontakt-SBB 37960.62441;;;(47.3771582619048|8.539423|-1);CALIBMAP[IOS];37960.62441;ZH;47.3771582619,8.539423;-1
37195;16465;Kontakt-SBB 37195.16465;;;(47.378798640553|8.53917380645161|0);CALIBMAP[IOS];37195.16465;ZH;47.3787986406,8.53917380645;0
34625;28627;Kontakt-SBB 34625.28627;;;(47.3793908297872|8.53639714893617|-2);CALIBMAP[IOS];34625.28627;ZH;47.3793908298,8.53639714894;-2
34536;27297;Kontakt-SBB 34536.27297;;;(47.3788680909091|8.53560272727273|-2);CALIBMAP[IOS];34536.27297;ZH;47.3788680909,8.53560272727;-2
34497;6722;Kontakt-SBB 34497.6722;;;(47.3788432580645|8.53540903225806|-2);CALIBMAP[IOS];34497.6722;ZH;47.3788432581,8.53540903226;-2
34433;16354;Kontakt-SBB 34433.16354;;;(47.3788128181818|8.53581654545454|-2);CALIBMAP[IOS];34433.16354;ZH;47.3788128182,8.53581654545;-2
34273;55921;Kontakt-SBB 34273.55921;;;(47.3789026363636|8.53546909090909|-2);CALIBMAP[IOS];34273.55921;ZH;47.3789026364,8.53546909091;-2
34264;28162;Kontakt-SBB 34264.28162;;;(47.3794226521739|8.53686769565218|-2);CALIBMAP[IOS];34264.28162;ZH;47.3794226522,8.53686769565;-2
34225;29375;Kontakt-SBB 34225.29375;;;(47.3788300909091|8.53574972727273|-2);CALIBMAP[IOS];34225.29375;ZH;47.3788300909,8.53574972727;-2
34218;46801;Kontakt-SBB 34218.46801;;;(47.3783531407767|8.53901893203883|0);CALIBMAP[IOS];34218.46801;ZH;47.3783531408,8.53901893204;0
34216;51987;Kontakt-SBB 34216.51987;;;(47.3789625656566|8.53656035353536|-2);CALIBMAP[IOS];34216.51987;ZH;47.3789625657,8.53656035354;-2
34213;40759;Kontakt-SBB 34213.40759;;;(47.3789592352941|8.5354949117647|-2);CALIBMAP[IOS];34213.40759;ZH;47.3789592353,8.53549491176;-2
34175;19684;Kontakt-SBB 34175.19684;;;(47.3792458989899|8.53674568686869|-2);CALIBMAP[IOS];34175.19684;ZH;47.379245899,8.53674568687;-2
34081;12906;Kontakt-SBB 34081.12906;;;(47.3786795151515|8.53579245454545|-2);CALIBMAP[IOS];34081.12906;ZH;47.3786795152,8.53579245455;-2
33927;59256;Kontakt-SBB 33927.59256;;;(47.3788623529412|8.53584511764706|-2);CALIBMAP[IOS];33927.59256;ZH;47.3788623529,8.53584511765;-2
33850;26914;Kontakt-SBB 33850.26914;;;(47.3785977446809|8.53591072340426|-2);CALIBMAP[IOS];33850.26914;ZH;47.3785977447,8.5359107234;-2
33734;27516;Kontakt-SBB 33734.27516;;;(47.3786448888889|8.53635255555556|-2);CALIBMAP[IOS];33734.27516;ZH;47.3786448889,8.53635255556;-2
33724;51854;Kontakt-SBB 33724.51854;;;(47.3784825555556|8.53609077777778|-2);CALIBMAP[IOS];33724.51854;ZH;47.3784825556,8.53609077778;-2
33700;7238;Kontakt-SBB 33700.7238;;;(47.3786424255319|8.53593812765958|-2);CALIBMAP[IOS];33700.7238;ZH;47.3786424255,8.53593812766;-2
33638;36472;Kontakt-SBB 33638.36472;;;(47.3785933737374|8.53631885858586|-2);CALIBMAP[IOS];33638.36472;ZH;47.3785933737,8.53631885859;-2
33587;7566;Kontakt-SBB 33587.7566;;;(47.3788059090909|8.53584327272727|-2);CALIBMAP[IOS];33587.7566;ZH;47.3788059091,8.53584327273;-2
33513;33138;Kontakt-SBB 33513.33138;;;(47.3790226666667|8.53659966666667|-2);CALIBMAP[IOS];33513.33138;ZH;47.3790226667,8.53659966667;-2
33384;5821;Kontakt-SBB 33384.5821;;;(47.3779289047619|8.53983476190476|-2);CALIBMAP[IOS];33384.5821;ZH;47.3779289048,8.5398347619;-2
33374;44935;Kontakt-SBB 33374.44935;;;(47.3781126|8.53964623333333|-2);CALIBMAP[IOS];33374.44935;ZH;47.3781126,8.53964623333;-2
33300;24612;Kontakt-SBB 33300.24612;;;(47.3780181111111|8.53999511111111|-1);CALIBMAP[IOS];33300.24612;ZH;47.3780181111,8.53999511111;-1
33260;38978;Kontakt-SBB 33260.38978;;;(47.3778485454545|8.53987845454546|-1);CALIBMAP[IOS];33260.38978;ZH;47.3778485455,8.53987845455;-1
33225;4658;Kontakt-SBB 33225.4658;;;(47.3779773|8.54012528333334|-2);CALIBMAP[IOS];33225.4658;ZH;47.3779773,8.54012528333;-2
32957;53041;Kontakt-SBB 32957.53041;;;(47.3778476153846|8.54010592307692|-2);CALIBMAP[IOS];32957.53041;ZH;47.3778476154,8.54010592308;-2
32943;17336;Kontakt-SBB 32943.17336;;;(47.3780429|8.53989301666667|-2);CALIBMAP[IOS];32943.17336;ZH;47.3780429,8.53989301667;-2
32760;42063;Kontakt-SBB 32760.42063;;;(47.3781139333333|8.53965533333333|-1);CALIBMAP[IOS];32760.42063;ZH;47.3781139333,8.53965533333;-1
32738;16399;Kontakt-SBB 32738.16399;;;(47.3779921578947|8.53953384210526|-1);CALIBMAP[IOS];32738.16399;ZH;47.3779921579,8.53953384211;-1
32551;39628;Kontakt-SBB 32551.39628;;;(47.3778445681818|8.53989393181818|-1);CALIBMAP[IOS];32551.39628;ZH;47.3778445682,8.53989393182;-1
32524;60572;Kontakt-SBB 32524.60572;;;(47.3789196363636|8.53653227272727|-2);CALIBMAP[IOS];32524.60572;ZH;47.3789196364,8.53653227273;-2
32408;7211;Kontakt-SBB 32408.7211;;;(47.3778793|8.53984095|-2);CALIBMAP[IOS];32408.7211;ZH;47.3778793,8.53984095;-2
32318;5450;Kontakt-SBB 32318.5450;;;(47.378065125|8.539623|-2);CALIBMAP[IOS];32318.545;ZH;47.378065125,8.539623;-2
32253;61524;Kontakt-SBB 32253.61524;;;(47.3780461666667|8.53968966666667|-2);CALIBMAP[IOS];32253.61524;ZH;47.3780461667,8.53968966667;-2
32199;52403;Kontakt-SBB 32199.52403;;;(47.3778525227273|8.53986297727273|-1);CALIBMAP[IOS];32199.52403;ZH;47.3778525227,8.53986297727;-1
32183;16233;Kontakt-SBB 32183.16233;;;(47.3791375384615|8.53647596153846|-2);CALIBMAP[IOS];32183.16233;ZH;47.3791375385,8.53647596154;-2
31971;53810;Kontakt-SBB 31971.53810;;;(47.3783845852273|8.53578348295455|0);CALIBMAP[IOS];31971.5381;ZH;47.3783845852,8.53578348295;0
31934;62141;Kontakt-SBB 31934.62141;;;(47.3783031647727|8.53609376704545|0);CALIBMAP[IOS];31934.62141;ZH;47.3783031648,8.53609376705;0
31863;56614;Kontakt-SBB 31863.56614;;;(47.3777576477273|8.53817267045455|0);CALIBMAP[IOS];31863.56614;ZH;47.3777576477,8.53817267045;0
31840;33963;Kontakt-SBB 31840.33963;;;(47.378335|8.53662313080169|0);CALIBMAP[IOS];31840.33963;ZH;47.378335,8.5366231308;0
31674;30982;Kontakt-SBB 31674.30982;;;(47.378447|8.5362092742616|0);CALIBMAP[IOS];31674.30982;ZH;47.378447,8.53620927426;0
31652;24443;Kontakt-SBB 31652.24443;;;(47.3785795436893|8.53630569902912|0);CALIBMAP[IOS];31652.24443;ZH;47.3785795437,8.53630569903;0
31634;27022;Kontakt-SBB 31634.27022;;;(47.378591|8.53567717299578|0);CALIBMAP[IOS];31634.27022;ZH;47.378591,8.535677173;0
31629;18875;Kontakt-SBB 31629.18875;;;(47.3783349708738|8.53722553398058|0);CALIBMAP[IOS];31629.18875;ZH;47.3783349709,8.53722553398;0
31522;18410;Kontakt-SBB 31522.18410;;;(47.3783077961165|8.53732773786408|0);CALIBMAP[IOS];31522.1841;ZH;47.3783077961,8.53732773786;0
31515;9704;Kontakt-SBB 31515.9704;;;(47.378587|8.5356919535865|0);CALIBMAP[IOS];31515.9704;ZH;47.378587,8.53569195359;0
31481;32913;Kontakt-SBB 31481.32913;;;(47.378491|8.53604668776371|0);CALIBMAP[IOS];31481.32913;ZH;47.378491,8.53604668776;0
31411;52556;Kontakt-SBB 31411.52556;;;(47.378631|8.53552936708861|0);CALIBMAP[IOS];31411.52556;ZH;47.378631,8.53552936709;0
31388;7619;Kontakt-SBB 31388.7619;;;(47.3778227840909|8.53792444318182|0);CALIBMAP[IOS];31388.7619;ZH;47.3778227841,8.53792444318;0
31266;41243;Kontakt-SBB 31266.41243;;;(47.378126631068|8.53800909708738|0);CALIBMAP[IOS];31266.41243;ZH;47.3781266311,8.53800909709;0
31209;44424;Kontakt-SBB 31209.44424;;;(47.3780019090909|8.53724181818182|0);CALIBMAP[IOS];31209.44424;ZH;47.3780019091,8.53724181818;0
31147;1076;Kontakt-SBB 31147.1076;;;(47.3782285263158|8.54120921052632|-1);CALIBMAP[IOS];31147.1076;ZH;47.3782285263,8.54120921053;-1
30960;27763;Kontakt-SBB 30960.27763;;;(47.3784255533981|8.53688485436893|0);CALIBMAP[IOS];30960.27763;ZH;47.3784255534,8.53688485437;0
30958;48114;Kontakt-SBB 30958.48114;;;(47.3781036846591|8.53685396306818|0);CALIBMAP[IOS];30958.48114;ZH;47.3781036847,8.53685396307;0
