"id","signal_timestamp","uuid","major","minor","service_uuid","bluetooth_address","bluetooth_name","beacon_type_code","parser_identifier","tx_power","rssi","running_average_rssi","distance","calculated_distance","beacon_id","device_id"
"5260","2022-04-08 20:34:19.338+00","e2c56db5-dffb-48d2-b060-d0f5a71096e0","3568","2",-1,"AC:23:3F:7A:C6:1B",NULL,1275068949,NULL,-59,-103,"-103","20.753407609437193",NULL,NULL,"1"
"5261","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38082","62563",-1,"F3:E9:45:93:69:BD","UG1",1275068949,NULL,-72,-91,"-89.5","2.458420804268288",NULL,NULL,"1"
"5262","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38782","21451",-1,"EC:7E:E7:6F:95:01","UG97",1275068949,NULL,-72,-94,"-91","2.692034122517204",NULL,NULL,"1"
"5263","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","53677","19721",-1,"CE:5F:D9:26:7D:70","UG277",1275068949,NULL,-72,-104,"-104","5.966778053788412",NULL,NULL,"1"
"5264","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38137","62618",-1,"E7:37:35:3A:43:C1","UG31",1275068949,NULL,-72,-89,"-96","3.656154548914359",NULL,NULL,"1"
"5265","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38140","62621",-1,"DD:32:EF:27:51:C0","UG32",1275068949,NULL,-72,-91,"-89.25","2.421689342133549",NULL,NULL,"1"
"5266","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38131","62612",-1,"DC:C8:87:D1:16:7F","UG28",1275068949,NULL,-72,-97,"-94.5","3.334224055332304",NULL,NULL,"1"
"5267","2022-04-08 20:34:19.338+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38109","62590",-1,"E8:68:23:91:9A:0D","UG14",1275068949,NULL,-72,-97,"-93.5","3.1358536339206555",NULL,NULL,"1"
"5268","2022-04-08 20:34:19.847+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38123","62604",-1,"F3:60:99:87:40:2B","UG23",1275068949,NULL,-72,-97,"-96","3.656154548914359",NULL,NULL,"1"
"5269","2022-04-08 20:34:19.847+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38150","62631",-1,"E3:56:13:37:CC:E4","UG38",1275068949,NULL,-72,-99,"-96","3.656154548914359",NULL,NULL,"1"
"5270","2022-04-08 20:34:20.357+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38135","62616",-1,"D1:34:AE:D1:81:9D","UG30",1275068949,NULL,-72,-78,"-80","1.4251347349830221",NULL,NULL,"1"
